Date,Tmean,Tmin,Tmax,Hmean,Hmin,Hmax,Rainfall,WindSpeed,SolarIrradiation
2012/09/15,16.85,13.7,22.9,77.76,50.9,89.9,0.0,1.51,3532.5
2012/09/16,16.88,13.5,22.3,69.19,44.6,87.9,0.0,1.51,3532.5
2012/09/17,17.84,13.5,25.0,64.15,40.6,85.3,0.0,1.51,3532.5
2012/09/18,17.49,12.4,24.5,77.31,39.2,99.9,0.2,0.95,3430.4
2012/09/19,17.92,12.8,23.7,79.85,58.9,99.9,0.0,1.38,2872.1
2012/09/20,16.61,11.3,20.2,76.77,54.5,100.0,1.6,1.75,1912.5
2012/09/21,15.03,7.3,23.7,65.58,31.7,96.9,0.0,1.39,5314.8
2012/09/22,17.28,9.6,26.2,66.7,37.5,88.5,0.0,1.64,4908.0
2012/09/23,20.71,13.4,29.4,67.36,47.5,85.5,0.0,1.34,4740.0
2012/09/24,22.78,16.0,30.7,59.72,35.6,84.6,0.0,1.93,4794.3
2012/09/25,21.53,18.8,27.0,67.2,44.7,84.6,0.0,2.18,3344.0
2012/09/26,22.83,18.2,30.5,60.81,32.2,84.1,0.0,1.48,4716.6
2012/09/27,24.07,19.1,30.5,49.38,33.4,70.4,0.0,1.55,4563.8
2012/09/28,24.08,16.2,33.5,45.16,17.9,68.9,0.0,1.31,4686.8
2012/09/29,24.3,16.9,34.3,39.24,19.6,56.9,0.0,1.2,3574.3
2012/09/30,21.5,16.3,29.0,56.52,36.3,87.7,1.4,1.53,2910.5
2012/10/01,21.92,17.2,29.2,65.7,33.7,89.2,0.8,1.13,3272.4
2012/10/02,19.5,15.7,25.3,78.01,48.9,94.8,0.0,1.37,3927.8
2012/10/03,18.1,13.6,23.9,74.56,38.8,98.3,0.0,1.49,4070.0
2012/10/04,16.83,10.5,24.9,77.41,43.3,99.4,0.0,1.46,4522.2
2012/10/05,18.39,12.7,27.1,74.1,35.8,99.4,0.0,1.07,4369.1
2012/10/06,18.27,11.7,26.4,71.09,42.2,90.2,0.0,1.39,4189.2
2012/10/07,17.61,12.1,24.1,80.68,50.4,100.0,0.0,1.6,2850.9
2012/10/08,18.49,14.4,25.7,74.65,44.3,96.2,0.0,1.62,3448.8
2012/10/09,17.41,12.4,22.7,80.17,61.0,93.1,0.0,1.18,1935.7
2012/10/10,18.72,15.3,25.9,80.77,48.2,96.7,0.0,0.79,2865.4
2012/10/11,18.38,13.2,26.3,79.87,47.5,100.0,0.2,0.94,3450.1
2012/10/12,17.68,16.0,21.8,86.02,72.7,94.7,2.4,1.3,1250.1
2012/10/13,16.61,13.6,20.6,92.79,74.2,100.0,3.8,0.8,1545.2
2012/10/14,16.74,13.0,22.3,88.84,60.8,100.0,1.8,0.92,2779.0
2012/10/15,17.13,13.7,21.3,81.95,65.4,96.0,1.8,2.01,2510.6
2012/10/16,15.87,12.0,20.3,75.14,47.5,97.7,2.8,1.97,3110.1
2012/10/17,15.22,8.8,23.1,68.53,40.9,89.4,0.0,1.15,3843.8
2012/10/18,15.43,8.5,25.4,70.08,32.7,93.1,0.0,1.35,3910.5
2012/10/19,15.67,8.6,25.1,69.18,32.9,91.3,0.0,1.42,3856.8
2012/10/20,16.8,9.7,27.0,74.27,35.1,100.0,0.0,1.23,3749.5
2012/10/21,18.01,10.9,28.0,62.37,33.2,81.2,0.0,1.39,3583.5
2012/10/22,17.79,12.0,26.8,69.37,39.2,86.8,0.0,1.48,3395.8
2012/10/23,15.86,10.3,23.7,78.61,45.5,100.0,0.0,1.33,3329.5
2012/10/24,15.15,8.4,24.5,73.62,20.9,100.0,0.0,1.11,3403.9
2012/10/25,15.46,9.3,24.4,74.12,33.9,98.3,0.0,1.13,3272.3
2012/10/26,15.16,9.2,22.6,78.08,54.8,92.3,0.0,1.3,2208.3
2012/10/27,16.37,14.2,19.6,86.26,67.9,96.0,31.0,2.6,992.2
2012/10/28,12.83,7.2,15.7,81.29,56.7,97.7,8.2,1.98,869.3
2012/10/29,7.98,5.3,11.9,85.87,64.9,99.4,14.0,1.59,1300.1
2012/10/30,7.84,2.2,15.2,84.38,55.7,100.0,0.0,0.89,2290.6
2012/10/31,11.12,7.0,15.8,88.32,71.5,100.0,10.6,1.11,672.4
2012/11/01,15.34,13.6,18.7,85.89,67.3,100.0,3.4,2.88,859.8
2012/11/02,15.52,12.9,20.7,81.58,55.7,94.1,0.4,2.24,2446.7
2012/11/03,15.95,13.3,20.5,74.38,45.7,92.3,0.2,1.16,2673.0
2012/11/04,16.26,13.2,19.1,88.1,79.0,96.3,0.4,1.65,697.4
2012/11/05,18.96,14.3,22.8,79.18,57.6,93.0,1.8,3.0,1211.3
2012/11/06,13.95,11.0,18.7,74.95,58.4,89.2,0.0,1.9,2335.5
2012/11/07,11.28,7.3,15.8,77.97,62.0,89.6,2.4,1.32,1606.1
2012/11/08,10.12,4.9,17.0,75.27,53.3,91.3,0.0,1.02,2967.8
2012/11/09,18.96,14.3,22.8,79.18,57.6,93.0,1.8,3.0,1211.3
2012/11/10,10.88,5.8,17.9,84.46,60.8,100.0,0.0,1.16,2148.5
2012/11/11,14.6,8.9,22.2,75.61,54.3,89.8,0.0,1.33,1479.2
2012/11/12,15.51,11.7,21.2,83.29,66.5,94.8,0.0,1.53,1553.4
2012/11/13,15.58,13.2,20.2,83.22,65.9,97.4,0.0,1.29,2390.1
2012/11/14,14.16,11.6,17.5,77.6,63.4,87.1,0.0,1.55,927.2
2012/11/15,12.24,10.8,14.1,76.54,66.6,84.6,0.0,1.19,308.6
2012/11/16,10.96,10.3,11.9,83.36,78.0,90.1,0.6,1.84,273.6
2012/11/17,10.82,9.4,12.2,95.67,87.2,100.0,1.6,0.5,317.2
2012/11/18,12.77,10.6,16.4,96.82,83.2,100.0,2.2,0.58,1053.5
2012/11/19,18.96,14.3,22.8,79.18,57.6,93.0,1.8,3.0,1211.3
2012/11/20,10.9,12.1,9.9,98.0,98.0,98.0,22.0,1.1,
2012/11/21,10.9,12.0,10.0,98.0,98.0,98.0,4.4,0.5,
2012/11/22,12.2,15.8,9.3,94.0,75.0,98.0,0.2,0.6,
2012/11/23,11.2,18.0,8.1,95.0,73.0,98.0,0.2,0.6,
2012/11/24,10.7,17.9,6.5,93.0,68.0,98.0,0.0,0.6,
2012/11/25,9.7,15.6,5.4,98.0,98.0,98.0,0.0,0.4,
2012/11/26,9.4,16.8,4.1,94.0,73.0,98.0,0.2,0.5,
2012/11/27,12.2,16.9,5.7,86.0,60.0,98.0,0.0,1.1,
2012/11/28,14.6,20.9,7.9,71.0,43.0,94.0,9.8,4.2,
2012/11/29,8.9,12.5,5.0,79.0,63.0,93.0,17.8,4.7,
2012/11/30,7.1,10.1,3.9,87.0,78.0,98.0,19.6,2.4,
2012/12/01,5.56,2.0,9.0,98.25,93.8,100.0,7.4,1.13,422.1
2012/12/02,7.79,5.5,11.9,92.4,75.8,100.0,8.0,1.34,1195.3
2012/12/03,5.03,1.4,7.0,78.31,52.9,97.9,10.0,2.52,731.1
2012/12/04,5.91,-0.7,10.7,81.64,57.9,96.3,14.0,1.68,634.0
2012/12/05,7.34,2.8,11.7,77.26,45.5,95.5,4.8,2.55,1730.6
2012/12/06,3.19,-0.7,9.1,82.5,49.5,97.7,0.0,1.14,1695.4
2012/12/07,3.51,-2.1,10.0,80.39,52.6,93.8,0.2,1.43,1849.9
2012/12/08,5.9,2.8,9.2,86.02,64.7,97.4,21.8,2.1,421.5
2012/12/09,2.2,0.4,4.7,73.2,56.0,93.3,0.0,3.72,699.6
2012/12/10,3.55,-2.3,7.0,77.17,52.5,97.4,4.2,1.6,510.6
2012/12/11,4.79,0.2,8.4,74.81,45.3,97.2,4.0,2.18,1956.3
2012/12/12,1.59,-1.9,6.5,83.41,57.2,97.5,0.2,1.19,1873.4
2012/12/13,1.45,-3.1,7.9,82.02,61.4,94.8,0.0,1.16,1464.8
2012/12/14,7.63,3.6,11.3,82.82,70.8,98.2,2.6,1.17,479.9
2012/12/15,3.55,-2.3,7.0,77.17,52.5,97.4,4.2,1.6,510.6
2012/12/16,12.9,9.9,16.3,82.6,66.9,93.9,0.6,2.23,1189.0
2012/12/17,9.1,5.4,12.1,93.96,84.8,99.6,15.2,1.43,688.5
2012/12/18,5.71,2.5,10.4,89.95,59.4,100.0,0.2,1.05,1494.8
2012/12/19,6.02,3.9,9.1,72.69,58.7,86.9,0.4,2.13,881.8
2012/12/20,5.84,4.2,8.5,77.15,67.4,83.3,0.0,1.56,879.6
2012/12/21,5.27,3.8,6.6,87.18,72.2,96.8,5.0,1.11,103.9
2012/12/22,6.06,3.9,8.8,86.87,74.9,97.3,0.6,1.91,671.0
2012/12/23,6.1,1.1,11.6,86.82,70.3,100.0,0.2,1.14,1819.1
2012/12/24,9.01,4.1,12.6,90.67,81.9,100.0,0.0,0.95,814.5
2012/12/25,10.07,6.6,13.6,86.84,72.9,99.2,0.0,1.35,1861.4
2012/12/26,10.76,6.0,16.6,80.56,58.1,100.0,0.0,2.09,1939.1
2012/12/27,10.63,8.3,14.5,90.01,79.7,100.0,1.0,1.6,1289.7
2012/12/28,9.72,5.1,13.3,78.78,46.8,96.8,0.6,2.47,1382.9
2012/12/29,7.12,2.7,9.4,69.98,56.2,88.7,0.4,4.17,1563.2
2012/12/30,5.63,0.5,13.0,81.71,53.5,98.5,0.0,1.16,2043.1
2012/12/31,4.92,0.8,10.8,83.55,58.9,98.9,0.2,1.35,1912.6
2013/01/01,4.61,-0.6,10.5,85.05,66.2,96.8,0.0,1.18,1687.6
2013/01/02,7.7,4.9,11.4,85.89,71.0,92.8,0.2,1.26,898.7
2013/01/03,8.11,5.3,12.4,86.41,63.7,96.3,0.0,1.17,1409.0
2013/01/04,6.55,1.5,13.4,86.48,56.9,100.0,0.2,1.05,1783.4
2013/01/05,5.26,1.8,10.3,88.93,75.1,95.6,0.0,1.01,907.4
2013/01/06,8.45,3.5,14.0,74.56,48.2,96.3,0.0,1.22,1923.2
2013/01/07,8.62,4.0,13.8,75.68,43.1,100.0,0.0,1.92,2013.3
2013/01/08,6.77,1.3,12.3,71.35,45.1,89.6,0.0,1.31,2064.0
2013/01/09,6.12,1.8,10.5,85.13,74.2,96.7,0.0,1.12,1054.3
2013/01/10,8.45,5.4,12.4,83.45,65.9,96.6,2.6,1.85,565.4
2013/01/11,8.1,5.9,13.3,87.9,65.3,100.0,1.2,1.88,1596.0
2013/01/12,8.03,4.6,12.4,78.65,58.1,94.3,0.2,1.18,1737.2
2013/01/13,7.98,6.0,11.9,86.25,72.5,95.9,23.6,2.42,526.9
2013/01/14,9.25,6.5,11.1,86.12,72.2,95.6,14.6,2.38,318.6
2013/01/15,6.41,4.2,8.6,92.46,81.2,100.0,1.0,1.12,761.1
2013/01/16,4.22,1.5,6.9,88.22,75.1,97.9,8.4,2.36,976.8
2013/01/17,5.41,2.2,9.2,90.4,72.2,100.0,16.4,1.85,648.0
2013/01/18,2.6,1.1,4.2,91.1,77.6,98.7,0.8,1.62,364.6
2013/01/19,3.88,-0.8,8.5,86.17,71.2,96.0,0.2,1.11,832.5
2013/01/20,12.35,7.9,16.6,84.74,64.5,95.0,1.6,1.61,1107.1
2013/01/21,9.24,6.6,12.6,83.55,71.0,94.0,5.8,3.23,580.0
2013/01/22,7.2,4.4,11.6,80.48,59.0,90.6,3.8,3.45,1240.7
2013/01/23,5.75,1.5,11.0,85.63,63.7,100.0,25.4,1.56,1079.0
2013/01/24,5.35,2.8,9.2,91.04,74.9,100.0,7.6,0.95,1488.1
2013/01/25,5.05,3.0,6.9,84.55,75.6,95.0,0.0,2.31,587.5
2013/01/26,4.05,3.0,6.6,75.36,63.2,87.7,0.0,1.29,1105.4
2013/01/27,4.64,2.4,9.7,72.48,54.0,82.8,0.0,1.19,1576.9
2013/01/28,5.53,3.0,8.5,81.72,71.2,91.1,0.8,0.99,660.8
2013/01/29,6.99,4.0,11.9,76.81,56.0,92.2,0.0,1.45,2274.9
2013/01/30,7.95,2.8,14.0,84.61,66.2,97.7,0.0,1.92,2172.2
2013/01/31,10.7,8.5,14.4,79.17,60.4,91.3,0.0,2.29,2710.8
2013/02/01,11.2,8.4,15.9,80.43,63.1,91.0,0.0,2.97,2283.9
2013/02/02,12.15,6.8,16.3,75.8,51.1,93.6,20.4,5.52,2424.8
2013/02/03,4.48,0.7,7.0,90.4,78.1,98.7,24.4,1.89,316.2
2013/02/04,4.46,0.1,10.7,68.48,40.1,89.2,0.0,1.56,3096.5
2013/02/05,5.09,-1.2,11.5,73.74,54.8,82.2,0.0,2.7,2465.1
2013/02/06,8.64,5.4,12.9,78.26,53.5,91.5,0.8,2.77,1996.9
2013/02/07,3.3,0.7,8.7,87.53,64.6,100.0,10.2,1.48,870.7
2013/02/08,2.19,0.6,3.3,94.09,86.8,100.0,2.8,0.89,389.2
2013/02/09,0.51,-0.9,3.0,91.89,80.0,98.2,1.4,1.25,513.0
2013/02/10,0.09,-3.1,6.1,80.56,50.2,96.1,0.0,1.06,2043.9
2013/02/11,3.5,-2.7,10.3,81.49,61.1,94.5,1.0,1.83,1429.5
2013/02/12,4.62,2.3,9.7,92.6,63.9,98.6,43.2,1.83,168.1
2013/02/13,5.45,2.5,10.6,85.9,63.8,99.9,10.0,1.38,2320.2
2013/02/14,4.72,2.0,7.7,83.61,71.7,92.2,0.0,1.46,736.6
2013/02/15,5.16,0.1,11.8,80.96,55.5,97.7,0.0,1.47,2516.4
2013/02/16,5.38,4.3,7.1,87.44,72.5,98.0,1.6,1.0,140.7
2013/02/17,5.37,0.4,11.3,80.78,49.7,97.8,0.8,1.45,2948.4
2013/02/18,4.55,0.6,10.0,88.83,60.6,100.0,3.0,1.48,2519.7
2013/02/19,4.93,2.4,10.3,79.88,54.8,98.2,0.2,1.06,2449.8
2013/02/20,6.2,2.5,12.2,71.16,48.7,84.2,0.0,1.69,3544.7
2013/02/21,3.75,0.1,7.3,89.7,76.8,97.0,0.8,0.95,841.2
2013/02/22,5.51,-0.3,10.0,93.23,81.9,100.0,8.6,1.39,1387.8
2013/02/23,10.14,5.8,15.0,79.48,55.7,99.3,13.2,2.83,1775.8
2013/02/24,6.43,3.1,10.3,82.18,65.5,94.8,3.6,2.77,620.7
2013/02/25,4.1,0.0,9.9,82.5,62.3,94.3,0.0,1.55,2685.3
2013/02/26,5.23,1.7,9.1,80.16,62.2,93.1,0.0,1.17,1359.8
2013/02/27,6.25,0.8,12.7,75.26,44.1,97.1,0.0,1.55,3979.5
2013/02/28,6.25,0.2,12.8,78.59,47.2,98.3,0.0,1.91,4042.6
2013/03/01,6.66,1.6,10.9,83.53,64.2,100.0,0.0,2.61,2683.2
2013/03/02,7.59,6.1,9.1,81.07,70.3,87.6,1.0,3.28,262.4
2013/03/03,7.67,2.2,14.9,65.07,38.6,85.2,0.0,1.72,4515.3
2013/03/04,7.59,0.9,16.7,69.83,25.5,95.6,0.0,1.83,4381.0
2013/03/05,8.5,1.6,15.7,70.11,38.3,84.5,0.2,2.0,2837.3
2013/03/06,11.0,8.3,15.7,75.79,47.5,86.5,0.0,1.91,752.0
2013/03/07,12.16,10.0,14.7,89.26,76.1,95.1,1.2,1.39,1014.9
2013/03/08,12.38,9.6,17.2,87.25,68.8,96.6,3.6,2.59,2942.5
2013/03/09,12.7,10.2,17.2,72.51,51.4,91.3,0.0,4.35,3478.1
2013/03/10,12.71,10.2,18.4,76.35,52.6,90.4,1.8,3.1,3569.5
2013/03/11,10.99,8.2,16.0,78.0,51.5,90.3,2.6,3.33,2313.9
2013/03/12,8.82,6.8,14.1,84.97,57.2,94.4,13.6,2.74,2258.3
2013/03/13,9.12,6.7,12.9,86.43,63.4,97.1,5.4,2.36,1892.6
2013/03/14,6.84,4.9,9.9,90.79,76.0,97.5,17.2,1.63,428.2
2013/03/15,2.07,0.2,5.3,86.3,69.3,100.0,13.2,1.55,578.7
2013/03/16,2.85,-0.4,6.7,69.74,47.2,84.7,0.0,2.23,4143.0
2013/03/17,4.72,-1.8,10.9,69.5,48.2,88.2,0.0,1.45,3021.2
2013/03/18,11.55,6.6,17.5,72.6,47.6,94.3,4.4,4.14,3327.4
2013/03/19,10.4,6.4,15.3,63.55,39.0,79.0,0.0,3.57,4150.8
2013/03/20,9.62,3.3,16.5,72.53,41.2,97.0,2.2,1.48,3286.5
2013/03/21,9.45,4.9,14.5,79.92,50.9,100.0,1.6,1.97,3141.3
2013/03/22,8.49,1.0,16.2,66.78,37.1,82.8,0.0,1.88,5233.6
2013/03/23,10.52,2.8,18.6,74.1,42.6,97.3,0.0,1.63,5554.7
2013/03/24,13.67,6.9,23.9,68.19,24.0,91.5,0.0,2.23,5587.2
2013/03/25,10.65,8.8,13.8,85.79,69.5,94.9,2.2,2.66,1769.0
2013/03/26,9.75,8.5,12.6,84.9,68.6,98.9,8.2,2.17,1598.4
2013/03/27,10.27,6.8,14.7,84.45,61.3,100.0,0.6,1.85,2845.0
2013/03/28,10.94,7.9,16.2,86.35,70.3,96.8,0.4,1.77,2232.4
2013/03/29,13.92,9.9,20.0,76.85,52.6,98.3,0.8,2.38,5486.7
2013/03/30,12.75,9.9,17.6,80.47,63.2,93.7,1.6,2.76,2299.5
2013/03/31,10.73,8.9,13.4,82.01,64.5,94.0,17.2,4.78,2645.1
2013/04/01,11.86,9.6,17.2,74.88,49.9,99.7,1.6,2.55,3617.0
2013/04/02,11.24,8.3,15.3,85.39,64.2,96.9,23.6,3.1,2530.9
2013/04/03,10.19,7.8,14.8,87.34,63.4,100.0,2.6,1.79,2243.2
2013/04/04,12.0,7.0,18.8,77.92,48.3,94.8,0.0,1.9,4258.1
2013/04/05,13.39,10.0,17.3,71.48,48.9,88.9,1.2,3.72,4684.8
2013/04/06,12.97,8.0,19.6,71.11,41.7,95.7,0.0,1.96,5974.7
2013/04/07,10.57,7.3,14.3,70.27,54.9,84.0,0.0,3.02,4030.5
2013/04/08,10.56,5.5,16.5,61.86,43.1,76.6,0.0,1.97,5241.9
2013/04/09,12.65,9.1,17.8,69.17,47.0,89.4,0.0,3.55,4949.2
2013/04/10,13.12,8.3,19.1,72.67,48.7,91.8,0.0,2.8,5829.1
2013/04/11,13.28,7.1,19.3,71.85,49.1,95.7,0.0,2.36,5816.1
2013/04/12,14.07,7.2,21.4,67.67,42.3,88.3,0.0,2.54,6442.1
2013/04/13,14.73,9.3,21.4,71.59,40.7,94.0,0.0,2.31,6031.3
2013/04/14,14.38,7.2,20.9,66.8,29.1,100.0,0.0,2.01,6473.2
2013/04/15,14.5,5.7,22.3,53.51,28.3,76.6,0.0,2.26,6909.1
2013/04/16,15.2,7.9,22.9,55.32,31.0,78.3,0.0,2.03,6474.1
2013/04/17,14.2,5.6,21.6,48.36,22.8,79.2,0.0,2.46,6832.8
2013/04/18,15.29,5.4,24.3,45.11,24.9,65.2,0.0,2.3,6850.3
2013/04/19,16.04,8.2,24.3,51.62,31.5,71.9,0.0,2.0,6414.1
2013/04/20,15.93,10.2,24.1,67.3,32.9,93.7,0.0,1.95,6189.1
2013/04/21,13.8,10.3,19.9,68.72,40.8,93.8,0.4,1.98,3670.2
2013/04/22,11.21,6.8,17.6,74.87,42.3,96.0,1.6,2.03,5475.3
2013/04/23,12.19,4.1,20.1,74.55,45.5,94.5,0.2,2.09,5337.4
2013/04/24,14.82,9.6,20.9,74.72,49.2,93.4,0.0,2.57,5472.0
2013/04/25,16.53,9.5,23.7,68.99,43.1,92.6,0.0,2.17,5665.2
2013/04/26,17.9,10.2,28.0,57.04,24.7,81.9,0.0,1.99,5660.9
2013/04/27,13.51,11.1,17.3,86.58,73.7,94.4,9.0,1.2,1733.2
2013/04/28,18.57,11.1,26.4,66.9,39.0,90.5,0.0,1.62,6526.4
2013/04/29,20.63,13.1,28.1,60.28,32.7,82.0,0.0,1.79,6116.1
2013/04/30,20.73,13.2,28.9,57.12,29.1,78.0,0.0,1.65,5427.1
2013/05/01,21.8,14.2,30.2,54.82,29.8,79.5,0.0,1.62,6546.8
2013/05/02,20.37,14.7,28.0,57.86,23.2,84.7,0.4,1.75,5890.1
2013/05/03,19.07,11.3,27.0,66.34,34.6,96.6,0.0,1.7,6912.6
2013/05/04,20.59,12.6,29.8,60.57,24.2,89.2,0.0,1.54,6909.1
2013/05/05,18.72,14.3,26.6,75.28,47.2,100.0,3.6,2.17,5587.2
2013/05/06,16.67,12.8,20.4,82.11,65.4,92.7,2.2,1.63,3402.3
2013/05/07,15.41,11.3,22.0,76.5,47.7,93.3,1.2,1.63,5267.6
2013/05/08,16.24,12.5,23.0,77.75,47.2,99.0,0.0,1.38,5864.1
2013/05/09,17.43,9.9,25.1,68.6,37.2,100.0,0.0,1.43,6714.4
2013/05/10,17.45,10.8,24.4,73.11,49.4,95.3,0.0,1.95,5784.4
2013/05/11,17.16,12.1,23.2,73.45,49.4,96.0,0.0,2.28,5383.2
2013/05/12,15.17,11.7,21.7,77.14,49.2,92.9,2.4,1.29,3535.5
2013/05/13,14.7,10.1,19.0,70.97,46.8,94.6,0.0,2.24,4926.7
2013/05/14,15.66,6.3,23.7,58.67,26.2,92.6,0.0,1.53,7987.2
2013/05/15,16.73,9.0,25.0,57.97,26.9,90.5,0.0,1.53,6028.7
2013/05/16,18.5,13.9,25.9,65.15,47.0,87.7,0.8,1.69,4600.1
2013/05/17,17.51,12.6,21.6,67.19,47.7,90.0,3.4,3.41,6924.1
2013/05/18,18.52,9.2,28.8,62.12,33.2,96.0,0.0,1.57,7100.7
2013/05/19,17.62,12.0,23.0,58.24,27.3,76.0,0.0,2.85,5505.9
2013/05/20,16.17,9.9,22.8,61.75,41.1,87.6,0.0,2.17,6237.8
2013/05/21,15.96,8.3,27.2,68.94,28.8,93.6,4.0,1.32,4683.1
2013/05/22,15.94,12.4,22.4,87.28,63.1,100.0,17.6,1.99,4100.1
2013/05/23,14.69,12.4,20.1,85.95,56.1,100.0,16.2,2.1,4659.3
2013/05/24,14.03,12.0,17.9,75.33,52.1,94.5,0.2,3.01,3334.0
2013/05/25,12.6,9.4,17.3,73.32,53.3,92.6,2.2,3.19,4446.0
2013/05/26,12.27,8.4,17.3,69.65,48.0,89.5,3.8,3.45,5708.9
2013/05/27,14.08,8.4,20.5,65.95,38.7,88.8,0.0,2.76,7870.8
2013/05/28,15.27,7.8,23.2,73.4,44.1,95.7,0.0,1.53,4882.6
2013/05/29,16.19,12.4,21.3,68.64,46.8,92.2,0.4,2.18,4476.4
2013/05/30,13.34,8.3,19.1,70.77,42.2,95.3,10.4,2.98,6330.9
2013/05/31,12.06,8.4,17.5,83.01,59.3,96.5,7.8,2.25,4427.5
2013/06/01,12.62,10.4,16.1,88.26,62.2,99.7,5.0,1.93,2535.0
2013/06/02,14.93,9.3,22.3,82.68,55.4,100.0,0.0,1.57,6647.7
2013/06/03,15.82,10.6,24.7,81.24,44.8,99.5,13.2,1.26,6200.3
2013/06/04,14.67,12.5,19.0,89.59,66.9,100.0,1.8,0.76,2866.5
2013/06/05,16.03,11.0,23.9,81.7,47.2,100.0,0.0,1.37,5995.5
2013/06/06,18.04,11.9,26.5,73.6,38.9,100.0,0.0,1.3,6722.0
2013/06/07,18.82,11.2,26.8,64.51,33.9,93.6,0.0,1.48,7929.0
2013/06/08,20.05,12.0,27.7,65.65,33.4,89.9,0.0,1.57,7633.4
2013/06/09,21.03,13.8,29.7,64.53,30.0,97.4,0.0,1.35,7270.0
2013/06/10,18.98,13.3,24.8,58.2,46.5,77.0,0.0,1.82,5391.4
2013/06/11,17.27,11.3,25.2,72.43,43.1,91.8,0.2,1.57,5716.4
2013/06/12,18.55,12.8,24.3,61.43,33.2,98.4,0.2,2.41,7801.0
2013/06/13,19.68,12.7,25.7,52.55,33.4,80.2,0.0,2.07,8296.5
2013/06/14,21.4,11.9,30.4,53.8,24.5,79.7,0.0,1.47,8276.0
2013/06/15,22.25,15.0,30.1,66.72,44.8,87.7,0.0,1.5,7626.3
2013/06/16,23.72,15.5,31.7,64.52,40.9,93.1,0.0,1.37,7981.5
2013/06/17,25.08,17.3,34.8,64.07,32.0,93.6,0.0,1.05,6517.4
2013/06/18,24.77,18.1,34.9,66.04,32.8,87.5,26.0,1.32,5975.4
2013/06/19,26.17,18.0,34.1,64.49,33.9,89.9,0.0,1.29,7866.7
2013/06/20,26.3,18.5,34.0,58.18,30.8,89.1,0.0,1.39,8004.9
2013/06/21,25.25,17.4,32.7,52.45,25.9,75.4,0.0,1.4,7970.9
2013/06/22,23.7,15.9,30.7,58.9,34.6,85.8,0.0,1.68,7431.6
2013/06/23,21.67,15.5,28.9,65.67,32.1,92.0,0.2,1.55,6477.3
2013/06/24,19.66,15.5,25.2,65.76,45.5,87.5,0.0,2.39,5869.9
2013/06/25,19.33,14.2,27.6,70.05,36.1,91.1,1.4,1.06,6409.3
2013/06/26,18.75,11.6,26.5,64.27,34.8,93.1,0.2,1.7,6878.7
2013/06/27,17.7,13.6,25.6,71.95,39.4,98.0,10.2,1.2,5320.3
2013/06/28,17.63,10.8,24.2,76.73,46.8,100.0,0.2,1.35,6585.7
2013/06/29,16.4,12.8,22.2,77.04,51.4,92.6,1.0,1.4,4038.1
2013/06/30,18.08,11.3,24.1,60.86,32.5,94.6,0.0,1.82,6777.9
2013/07/01,19.93,10.3,29.1,52.8,28.1,81.4,0.0,1.34,7620.9
2013/07/02,21.72,12.7,30.4,55.5,25.2,78.1,0.0,1.42,7936.8
2013/07/03,22.4,15.1,29.8,60.31,34.4,89.1,0.0,1.55,7932.0
2013/07/04,19.34,15.5,24.1,73.74,53.5,89.5,0.0,0.8,2731.9
2013/07/05,21.87,13.6,28.8,58.65,29.8,90.6,0.0,2.37,7207.4
2013/07/06,23.3,16.8,29.1,51.51,36.8,68.5,0.0,2.34,7587.2
2013/07/07,21.59,15.6,30.0,67.34,37.1,88.0,0.0,1.46,5004.1
2013/07/08,20.48,15.6,28.1,73.4,48.5,87.2,1.6,1.3,4092.4
2013/07/09,19.77,15.1,30.1,79.42,42.5,92.9,3.0,1.03,4325.0
2013/07/10,20.17,14.5,31.1,81.08,34.6,100.0,5.2,1.24,5868.4
2013/07/11,21.3,15.2,30.0,80.37,49.9,100.0,0.2,1.34,5924.3
2013/07/12,21.68,16.4,31.0,78.88,38.8,100.0,2.2,1.14,6572.6
2013/07/13,22.93,15.5,31.5,71.65,38.5,100.0,0.0,1.45,7701.0
2013/07/14,21.58,16.6,30.9,77.81,41.7,99.0,4.8,1.17,5326.5
2013/07/15,21.74,14.5,29.7,70.05,37.0,100.0,0.2,1.25,6430.9
2013/07/16,22.16,14.2,28.9,52.91,32.0,77.8,0.0,2.04,7777.4
2013/07/17,21.94,14.3,28.8,52.08,30.8,77.8,0.0,1.76,7698.9
2013/07/18,22.52,13.1,31.9,52.13,20.1,76.9,0.0,1.52,7888.7
2013/07/19,21.43,15.9,31.7,72.05,36.9,97.9,20.0,1.54,5973.4
2013/07/20,21.88,14.2,30.5,74.27,35.8,100.0,0.2,1.02,7591.5
2013/07/21,20.47,16.3,30.9,79.02,37.1,94.4,6.0,1.13,4169.6
2013/07/22,22.45,15.1,29.9,67.33,39.4,96.5,0.0,1.35,6831.1
2013/07/23,23.97,15.7,32.0,58.99,21.1,88.0,0.0,1.13,7933.7
2013/07/24,24.21,16.9,32.4,71.63,34.3,98.8,0.0,1.37,7405.1
2013/07/25,24.73,18.7,32.0,71.68,41.2,100.0,0.0,1.35,7216.1
2013/07/26,25.5,18.0,34.3,69.68,34.4,97.3,0.0,1.31,6974.5
2013/07/27,26.86,19.0,35.6,66.23,26.9,100.0,0.0,1.3,7299.9
2013/07/28,27.84,19.8,36.4,62.32,27.8,94.0,0.0,1.29,7350.6
2013/07/29,27.47,20.3,35.7,58.62,31.2,89.3,0.0,1.67,7064.7
